Gene ID	Associated Gene Name	EntrezGene ID
ENSMUSG00000059706	A830035A12Rik	
ENSMUSG00000108286	Gm44224	
ENSMUSG00000109967	RP23-220F20.4	
ENSMUSG00000056962	Jmjd6	107817
ENSMUSG00000108727	Gm44779	
ENSMUSG00000108544	Cyp2b26-ps	
ENSMUSG00000108774	Gm45136	
ENSMUSG00000066513	Klk1b4	18048
ENSMUSG00000020721	Helz	78455
ENSMUSG00000102573	Gm7265	
ENSMUSG00000105807	Gm42622	
ENSMUSG00000066515	Klk1b3	18050
ENSMUSG00000106065	Gm42621	
ENSMUSG00000025139	Tollip	54473
ENSMUSG00000078853	Igtp	16145
ENSMUSG00000047171	Helt	234219
ENSMUSG00000107635	Gm44247	
ENSMUSG00000094619	Trav14d-3-dv8	
ENSMUSG00000105576	Gm42164	
ENSMUSG00000030725	Lipt2	67164
ENSMUSG00000030167	Klrc1	16641
ENSMUSG00000086589	Gm12915	
ENSMUSG00000108241	Gm44252	
ENSMUSG00000106593	Gm7048	
ENSMUSG00000101688	Gm20841	
ENSMUSG00000063713	Klk1b24	16617
ENSMUSG00000107788	Gm6266	
ENSMUSG00000081973	Gm13600	
ENSMUSG00000072100	Cldn34b1	100040937
ENSMUSG00000082218	Gm13602	
ENSMUSG00000032382	Snx1	56440
ENSMUSG00000090302	Gm7714	665615
ENSMUSG00000106481	Trav15d-3	
ENSMUSG00000108459	Gm44605	
ENSMUSG00000101255	Gm21841	
ENSMUSG00000038968	Klk1b16	16615
ENSMUSG00000026389	Steap3	68428
ENSMUSG00000095736	Trav7n-4	
ENSMUSG00000074446	Defa23	497114
ENSMUSG00000064156	Prol1	17830
ENSMUSG00000059005	Hnrnpa3	229279
ENSMUSG00000043715	Olfr1326-ps1	
ENSMUSG00000087030	Gm16143	
ENSMUSG00000109186	Gm34821	
ENSMUSG00000031783	Polr2c	20021
ENSMUSG00000036372	Tmem258	69038
ENSMUSG00000020072	Pbld2	67307
ENSMUSG00000020072	Pbld2	68371
ENSMUSG00000035165	Kcne3	57442
ENSMUSG00000105800	Gm18985	
ENSMUSG00000033579	Fa2h	338521
ENSMUSG00000036620	Mgat4b	103534
ENSMUSG00000029282	Amtn	71421
ENSMUSG00000111756	RP23-113K14.1	
ENSMUSG00000093730	Gm20690	
ENSMUSG00000093384	Gm20689	
ENSMUSG00000086494	2210417A02Rik	
ENSMUSG00000095007	Igkv12-41	
ENSMUSG00000027778	Ift80	68259
ENSMUSG00000085740	4930505K14Rik	
ENSMUSG00000082855	Gm14537	
ENSMUSG00000104405	Gm31748	
ENSMUSG00000098255	Gm27223	
ENSMUSG00000025269	Apex2	77622
ENSMUSG00000087647	Gm15407	
ENSMUSG00000044556	Tex38	75173
ENSMUSG00000039205	Ciz1	68379
ENSMUSG00000103065	Gm20236	
ENSMUSG00000060090	Rp2	19889
ENSMUSG00000034248	Slc25a37	67712
ENSMUSG00000106633	Gm43431	
ENSMUSG00000024742	Fen1	14156
ENSMUSG00000105013	Gm7721	
ENSMUSG00000066442	Mthfs	107885
ENSMUSG00000051706	Olfr1325	258393
ENSMUSG00000063728	Magea6	17142
ENSMUSG00000047977	Synb	239167
ENSMUSG00000029521	Chek2	50883
ENSMUSG00000032324	Tspan3	56434
ENSMUSG00000109435	Gm7067	
ENSMUSG00000064032	Gm10143	
ENSMUSG00000092251	Trav9n-1	
ENSMUSG00000098248	Gm27222	
ENSMUSG00000107578	Gm32536	
ENSMUSG00000099679	Gm28899	
ENSMUSG00000075314	Gm1322	
ENSMUSG00000094196	Magea3	17139
ENSMUSG00000106702	Gm42846	
ENSMUSG00000085470	1700012C14Rik	
ENSMUSG00000086908	Gm13598	
ENSMUSG00000037235	Mxd4	17122
ENSMUSG00000086680	Gm11592	
ENSMUSG00000104533	Igkv5-40-1	
ENSMUSG00000027635	Dsn1	66934
ENSMUSG00000101049	Gm8856	
ENSMUSG00000099677	Gm21722	
ENSMUSG00000019775	Rgs17	56533
ENSMUSG00000025602	Zfp202	80902
ENSMUSG00000001558	Klhl10	66720
ENSMUSG00000099617	Gm6550	
ENSMUSG00000106951	5930430L01Rik	
ENSMUSG00000107950	Gm6375	
ENSMUSG00000040631	Dok4	114255
ENSMUSG00000097991	Gm7656	
ENSMUSG00000106061	Gm43773	
ENSMUSG00000105412	Gm43768	
ENSMUSG00000085237	Gm15406	
ENSMUSG00000097130	Gm5262	
ENSMUSG00000104631	Gm43774	
ENSMUSG00000089929	Bcl2a1b	12045
ENSMUSG00000108899	Gm44811	
ENSMUSG00000079069	8430423G03Rik	
ENSMUSG00000029442	Wdr66	269701
ENSMUSG00000087272	Gm15409	
ENSMUSG00000104176	Ighv1-51	
ENSMUSG00000108207	1810059H22Rik	
ENSMUSG00000003949	Hlf	217082
ENSMUSG00000103247	Gm38091	
ENSMUSG00000100838	Gm29094	
ENSMUSG00000062545	Tlr12	384059
ENSMUSG00000110065	Gm45588	
ENSMUSG00000106265	Gm42490	
ENSMUSG00000062353	Gm15772	
ENSMUSG00000107331	Gm42732	
ENSMUSG00000020679	Hnf1b	21410
ENSMUSG00000016833	Mrps18c	68735
ENSMUSG00000107292	Gm42733	
ENSMUSG00000076800	Trav6n-5	
ENSMUSG00000084891	Gm12958	
ENSMUSG00000041298	Katnal1	231912
ENSMUSG00000029152	Ociad1	68095
ENSMUSG00000083554	Gm6645	
ENSMUSG00000084137	Gm9085	
ENSMUSG00000063902	Gm7964	
ENSMUSG00000101713	Gm28668	
ENSMUSG00000020361	Hspa4	15525
ENSMUSG00000106798	Gm43275	
ENSMUSG00000108447	Gm44567	
ENSMUSG00000107116	Gm43274	
ENSMUSG00000107115	Gm43052	
ENSMUSG00000025270	Alas2	11656
ENSMUSG00000106912	Gm43785	
ENSMUSG00000032399	Rpl4	67891
ENSMUSG00000032381	Fam96a	68250
ENSMUSG00000066568	Lsm14a	67070
ENSMUSG00000107364	Gm43051	
ENSMUSG00000087063	Gm15857	
ENSMUSG00000001105	Ift20	55978
ENSMUSG00000107286	Gm43788	
ENSMUSG00000040537	Adam22	11496
ENSMUSG00000061845	Defa35	100041688
ENSMUSG00000094664	Rpl35a-ps6	
ENSMUSG00000085305	Gm12410	
ENSMUSG00000083996	Gm11649	
ENSMUSG00000018076	Med13l	76199
ENSMUSG00000103007	Gm20690	
ENSMUSG00000073860	Gm829	
ENSMUSG00000086951	1700051A21Rik	
ENSMUSG00000093505	Gm20691	
ENSMUSG00000087663	Defa-ps3	
ENSMUSG00000093402	Gm18588	
ENSMUSG00000110134	Gm45334	
ENSMUSG00000104761	Gm43511	
ENSMUSG00000040187	Arntl2	272322
ENSMUSG00000099531	Gm20869	100861691
ENSMUSG00000083663	Gm14903	
ENSMUSG00000101661	Gm28392	
ENSMUSG00000020805	Slc13a5	237831
ENSMUSG00000007207	Stx1a	20907
ENSMUSG00000106892	Gm42791	
ENSMUSG00000083116	Gm13410	
ENSMUSG00000040660	Cyp2b9	13094
ENSMUSG00000035504	Reep6	70335
ENSMUSG00000085971	Gm15411	
ENSMUSG00000021620	Acot12	74156
ENSMUSG00000082907	Gm14832	
ENSMUSG00000082163	Gm14276	
ENSMUSG00000076874	Traj59	
ENSMUSG00000095588	Gm12350	
ENSMUSG00000086610	Gm15408	
ENSMUSG00000106810	Gm43600	
ENSMUSG00000035285	Nat14	269854
ENSMUSG00000085639	Gm15410	
ENSMUSG00000085876	Gm12409	
ENSMUSG00000092536	Gm20501	
ENSMUSG00000083685	Gm12412	
ENSMUSG00000055485	Soga1	320706
ENSMUSG00000033430	Terf2ip	57321
ENSMUSG00000092464	Gm8902	
ENSMUSG00000092514	Vmn1r-ps86	
ENSMUSG00000029125	Stx18	71116
ENSMUSG00000074238	Ap1ar	211556
ENSMUSG00000035561	Aldh1b1	72535
ENSMUSG00000076875	Traj58	
ENSMUSG00000028843	Sh3bgrl3	73723
ENSMUSG00000074782	4833422C13Rik	
ENSMUSG00000092185	Gm20416	
ENSMUSG00000076876	Traj57	
ENSMUSG00000095204	Ighv1-52	
ENSMUSG00000000826	Dnajc5	13002
ENSMUSG00000108504	Gm4265	
ENSMUSG00000105955	Igkv12-40	
ENSMUSG00000105959	D530037P16Rik	
ENSMUSG00000040860	Crocc	230872
ENSMUSG00000030084	Plxna1	18844
ENSMUSG00000110435	RP23-10E9.1	
ENSMUSG00000028197	Col24a1	71355
ENSMUSG00000053110	Yap1	22601
ENSMUSG00000012126	Ubxn11	67586
ENSMUSG00000093894	Ighv1-53	
ENSMUSG00000003992	Ssbp2	66970
ENSMUSG00000010110	Stx5a	56389
ENSMUSG00000048732	Klhl11	217194
ENSMUSG00000076569	Igkv5-39	
ENSMUSG00000091504	Vmn2r118	383258
ENSMUSG00000076877	Traj56	
ENSMUSG00000084145	Gm12263	
ENSMUSG00000074628	Tldc2	383766
ENSMUSG00000086184	Gm12764	
ENSMUSG00000037033	Clca3b	229927
ENSMUSG00000098428	Gm2260	
ENSMUSG00000082684	Gm12774	
ENSMUSG00000050552	Lamtor4	66096
ENSMUSG00000092231	Lgals1-ps1	
ENSMUSG00000108732	2310043P16Rik	
ENSMUSG00000083234	Gm12262	
ENSMUSG00000094505	Ighv8-6	
ENSMUSG00000050530	Fam171a1	269233
ENSMUSG00000092437	Rpl9-ps9	
ENSMUSG00000082646	Gm12732	
ENSMUSG00000079534	Gm5640	434797
ENSMUSG00000025271	Pfkfb1	18639
ENSMUSG00000081543	Gm12733	
ENSMUSG00000015484	Fam163a	329274
ENSMUSG00000046312	AI464131	329828
ENSMUSG00000105447	Gm43653	
ENSMUSG00000105804	Gm43654	
ENSMUSG00000046688	Tifa	211550
ENSMUSG00000000792	Slc5a5	114479
ENSMUSG00000106658	Gm42426	
ENSMUSG00000023781	Hes7	84653
ENSMUSG00000089950	Gm16215	
ENSMUSG00000108106	Gm5886	
ENSMUSG00000074196	Clca4c-ps	
ENSMUSG00000000724	Cryba1	12957
ENSMUSG00000021660	Btf3	218490
ENSMUSG00000066456	Hmgn3	94353
ENSMUSG00000109675	Nxpe1-ps	
ENSMUSG00000044538	Obox3-ps8	
ENSMUSG00000053062	Jam2	67374
ENSMUSG00000100218	Gm8296	
ENSMUSG00000109028	Gm35842	
ENSMUSG00000033943	Mga	29808
ENSMUSG00000063543	Gm5616	
ENSMUSG00000103055	Gm38269	
ENSMUSG00000090210	Itga10	213119
ENSMUSG00000031700	Gpt2	108682
ENSMUSG00000108836	Gm44813	
ENSMUSG00000019845	Tube1	71924
ENSMUSG00000005107	Slc2a9	117591
ENSMUSG00000109021	Gm44812	
ENSMUSG00000037857	Nufip2	68564
ENSMUSG00000105188	Gm8190	
ENSMUSG00000056531	Ccdc18	73254
ENSMUSG00000085340	Gm16335	
ENSMUSG00000027639	Samhd1	56045
ENSMUSG00000045273	Cenph	26886
ENSMUSG00000070570	Slc17a7	72961
ENSMUSG00000107842	Gm44089	
ENSMUSG00000082060	Gm15048	
ENSMUSG00000107570	Gm44207	
ENSMUSG00000097816	Gm26811	
ENSMUSG00000030000	Add2	11519
ENSMUSG00000085139	A730046J19Rik	
ENSMUSG00000020225	Tmbim4	68212
ENSMUSG00000081124	Gm14906	
ENSMUSG00000105522	Gm15235	
ENSMUSG00000083241	Gm13259	
ENSMUSG00000083352	Gm14907	
ENSMUSG00000087043	Gm13599	
ENSMUSG00000062896	Rpl31-ps11	
ENSMUSG00000108984	Gm44916	
ENSMUSG00000026825	Dnm1	13429
ENSMUSG00000105459	4930449I04Rik	
ENSMUSG00000084053	Gm14904	
ENSMUSG00000038563	Efl1	101592
ENSMUSG00000081924	Gm11191	
ENSMUSG00000035131	Brinp3	215378
ENSMUSG00000106447	Gm42957	
ENSMUSG00000094800	Gm9780	100039175
ENSMUSG00000062074	Wisp3	327743
ENSMUSG00000105451	Gm43220	
ENSMUSG00000106602	4930405L22Rik	
ENSMUSG00000014859	E2f4	104394
ENSMUSG00000025077	Dclre1a	55947
ENSMUSG00000033460	Armcx1	78248
ENSMUSG00000028102	Pex11b	18632
ENSMUSG00000031736	Crnde	
ENSMUSG00000048603	Gm9828	
ENSMUSG00000027022	Xirp2	241431
ENSMUSG00000029126	Nsg1	18196
ENSMUSG00000076570	Igkv12-38	
ENSMUSG00000105864	Gm10484	
ENSMUSG00000032171	Pin1	23988
ENSMUSG00000106472	Gm43111	
ENSMUSG00000106212	Gm43112	
ENSMUSG00000105619	9530034A14Rik	
ENSMUSG00000105062	Gm43113	
ENSMUSG00000028710	Atpaf1	230649
ENSMUSG00000105287	Gm43577	
ENSMUSG00000105554	Gm7118	
ENSMUSG00000106202	Gm43727	
ENSMUSG00000105591	Gm43083	
ENSMUSG00000106054	Gm43623	
ENSMUSG00000104867	Gm43728	
ENSMUSG00000102932	Gm38113	
ENSMUSG00000108162	Gm20589	
ENSMUSG00000104481	Gm38063	
ENSMUSG00000028926	Cdk14	18647
ENSMUSG00000082121	Gm8199	
ENSMUSG00000047343	Mettl21c	433294
ENSMUSG00000089679	Gm16299	
ENSMUSG00000043639	Rbm20	73713
ENSMUSG00000011154	Cfap161	75556
ENSMUSG00000102403	Gm38187	
ENSMUSG00000081755	Mup-ps23	
ENSMUSG00000099964	Gm29514	
ENSMUSG00000032758	Kap	16483
ENSMUSG00000095651	Gm21817	
ENSMUSG00000020227	Irak3	73914
ENSMUSG00000079429	Mroh2a	100040766
ENSMUSG00000101144	Gm29054	
ENSMUSG00000107276	Gm42858	
ENSMUSG00000072995	Cpxcr1	382239
ENSMUSG00000080078	Gm15583	
ENSMUSG00000102882	Gm2065	
ENSMUSG00000090106	Gm15838	
ENSMUSG00000028455	Stoml2	66592
ENSMUSG00000085822	Gm15584	
ENSMUSG00000090323	Gm5263	
ENSMUSG00000103062	Gm37200	
ENSMUSG00000087627	A230059L01Rik	
ENSMUSG00000095646	Trav10n	
ENSMUSG00000045391	1700120B22Rik	
ENSMUSG00000108266	Gm44218	
ENSMUSG00000032558	Nphp3	74025
ENSMUSG00000109018	Gm44809	
ENSMUSG00000107982	Gm44219	
ENSMUSG00000087467	Gm13601	
ENSMUSG00000069873	4930438A08Rik	73988
ENSMUSG00000109294	Gm44808	
ENSMUSG00000036907	C1ql2	226359
ENSMUSG00000089807	Gm16298	
ENSMUSG00000079350	Magea8	17144
ENSMUSG00000085141	Gm13429	
ENSMUSG00000103665	Gm9227	
ENSMUSG00000103525	Gm37262	
ENSMUSG00000109454	Gm34783	
ENSMUSG00000109532	Gm44810	
ENSMUSG00000004364	Cul3	26554
ENSMUSG00000081804	Xlr5d-ps	
ENSMUSG00000108991	RP23-75I5.1	
ENSMUSG00000044783	Hjurp	212427
ENSMUSG00000044783	Hjurp	381280
ENSMUSG00000087336	Gm15860	
ENSMUSG00000087187	Gm13431	
ENSMUSG00000108855	Gm44917	
ENSMUSG00000094787	Ighv1-54	
ENSMUSG00000086690	4933406J10Rik	
ENSMUSG00000076802	Trav6n-6	
ENSMUSG00000002031	Ift46	76568
ENSMUSG00000104830	5830487J09Rik	
ENSMUSG00000062691	Cebpzos	68554
ENSMUSG00000029288	Ambn	11698
ENSMUSG00000029438	Bcl7a	77045
ENSMUSG00000027508	Pag1	94212
ENSMUSG00000076571	Igkv5-37	
ENSMUSG00000083848	Gm7309	
ENSMUSG00000098223	Gm4891	
ENSMUSG00000095589	Ighv1-55	
ENSMUSG00000098001	Gm27048	
ENSMUSG00000074195	Clca4b	99709
ENSMUSG00000103737	Gm7142	
ENSMUSG00000029623	Pdap1	231887
ENSMUSG00000101275	1700012E03Rik	
ENSMUSG00000081299	Gm13603	
ENSMUSG00000107890	Gm43968	
ENSMUSG00000083910	Gm13604	
ENSMUSG00000055746	Magea2	17138
ENSMUSG00000107771	Gm8956	
ENSMUSG00000089671	Gm16537	
ENSMUSG00000036890	Gtdc1	227835
ENSMUSG00000104398	Gm37964	
ENSMUSG00000067321	Gm7931	
ENSMUSG00000034780	B3galt1	26877
ENSMUSG00000082482	H2afb2	624153
ENSMUSG00000046130	Vmn1r184	100312477
ENSMUSG00000060985	Tdrd5	214575
ENSMUSG00000023019	Gpd1	14555
ENSMUSG00000106875	Gm43093	
ENSMUSG00000022664	Slc35a5	74102
ENSMUSG00000043295	Gm16373	
ENSMUSG00000079349	Magea5	17141
ENSMUSG00000107113	Gm43092	
ENSMUSG00000085124	Gm12766	
ENSMUSG00000097067	Gm26743	
ENSMUSG00000081863	Gm12780	
ENSMUSG00000096644	Magea1	17137
ENSMUSG00000007029	Vars	22321
ENSMUSG00000081257	Gm13607	
ENSMUSG00000104660	Gm43601	
ENSMUSG00000032026	Rexo2	104444
ENSMUSG00000028001	Fga	14161
ENSMUSG00000106259	Trav11n	
ENSMUSG00000029182	1700001C02Rik	75434
ENSMUSG00000029622	Arpc1b	11867
ENSMUSG00000015839	Nfe2l2	18024
ENSMUSG00000105629	Trav7n-5	
ENSMUSG00000089794	Gm16337	
ENSMUSG00000096055	Trav12n-1	
ENSMUSG00000103421	Golt1a	68338
ENSMUSG00000087222	E030042O20Rik	
ENSMUSG00000103076	Gm37902	
ENSMUSG00000084910	C630043F03Rik	
ENSMUSG00000087527	Gm13656	
ENSMUSG00000022978	Mis18a	66578
ENSMUSG00000081053	Mup-ps17	
ENSMUSG00000108698	Gm44964	
ENSMUSG00000057402	Cldn34b2	73347
ENSMUSG00000037622	Wdtc1	230796
ENSMUSG00000000823	Zfp512b	269401
ENSMUSG00000082363	Mup-ps18	
ENSMUSG00000094687	Defa25	13236
ENSMUSG00000014959	Gorasp2	70231
ENSMUSG00000022386	Trmu	72026
ENSMUSG00000094862	Ighv1-56	
ENSMUSG00000085116	Gm2735	
ENSMUSG00000080954	Gm14919	
ENSMUSG00000104629	Trav13n-1	
ENSMUSG00000047661	1600012P17Rik	
ENSMUSG00000102367	Kiss1	280287
ENSMUSG00000087239	Gm7613	
ENSMUSG00000083372	Gm11235	
ENSMUSG00000100008	Gm28481	
ENSMUSG00000103439	Gm7019	
ENSMUSG00000067441	H2afb1	100039319
ENSMUSG00000032598	Nckipsd	80987
ENSMUSG00000085898	Gm6689	
ENSMUSG00000013822	Elof1	66126
ENSMUSG00000080852	Gm14918	
ENSMUSG00000102381	Ighv8-7	
ENSMUSG00000039585	Myo9a	270163
ENSMUSG00000059343	Aldoart1	353204
ENSMUSG00000081134	Gm14913	
ENSMUSG00000106588	Gm17590	
ENSMUSG00000098306	Gm28040	
ENSMUSG00000083849	Gm13477	
ENSMUSG00000105534	Gm42435	
ENSMUSG00000103168	Gm30948	
ENSMUSG00000028291	Akirin2	433693
ENSMUSG00000083345	Gm6491	
ENSMUSG00000048231	H2-M10.4	224753
ENSMUSG00000111218	RP24-296K18.6	
ENSMUSG00000102295	Ighv1-57	
ENSMUSG00000111039	RP24-296K18.5	
ENSMUSG00000040274	Cdk6	12571
ENSMUSG00000104602	Gm42779	
ENSMUSG00000102372	A430050A11Rik	
ENSMUSG00000073530	Pappa2	23850
ENSMUSG00000103705	4930518J20Rik	
ENSMUSG00000026390	Marco	17167
ENSMUSG00000032557	Uba5	66663
ENSMUSG00000104111	Gm37294	
ENSMUSG00000031737	Irx5	54352
ENSMUSG00000100361	Gm7063	
ENSMUSG00000029265	Dr1	13486
ENSMUSG00000026078	Pdcl3	68833
ENSMUSG00000030127	Cops7a	26894
ENSMUSG00000092290	Gm20452	
ENSMUSG00000041351	Rap1gap	110351
ENSMUSG00000029286	Enam	13801
ENSMUSG00000040044	Orc3	50793
ENSMUSG00000100894	Gm8304	
ENSMUSG00000100780	Gm28579	
ENSMUSG00000110318	RP23-79K4.4	
ENSMUSG00000103785	Gm35025	
ENSMUSG00000038206	Fbxo8	50753
ENSMUSG00000022809	Nr1i2	18171
ENSMUSG00000026729	4930562F07Rik	
ENSMUSG00000102244	Gm37714	
ENSMUSG00000018733	Pex12	103737
ENSMUSG00000020884	Asgr1	11889
ENSMUSG00000106300	Gm42765	
ENSMUSG00000103046	Gm37309	
ENSMUSG00000090394	4930523C07Rik	67647
ENSMUSG00000106247	Gm43720	
ENSMUSG00000076572	Igkv18-36	
ENSMUSG00000104235	Gm37589	
ENSMUSG00000053194	Cib4	73259
ENSMUSG00000075593	Gal3st4	330217
ENSMUSG00000080072	Spin2-ps2	
ENSMUSG00000045128	Rpl18a	76808
ENSMUSG00000027763	Mbnl1	56758
ENSMUSG00000083602	Gm14911	
ENSMUSG00000076573	Igkv1-35	
ENSMUSG00000079355	Ackr4	252837
ENSMUSG00000084283	Gm14914	
ENSMUSG00000089936	Gm16199	
ENSMUSG00000020917	Acly	104112
ENSMUSG00000110290	Gm45336	
ENSMUSG00000109450	Gm44529	
ENSMUSG00000030314	Atg7	74244
ENSMUSG00000042380	Smim12	80284
ENSMUSG00000099543	Gm29322	
ENSMUSG00000109248	Gm44993	
ENSMUSG00000102419	Gm36940	
ENSMUSG00000029819	Npy	109648
ENSMUSG00000074305	Peak1	244895
ENSMUSG00000033902	Mapkbp1	26390
ENSMUSG00000109163	Gm44528	
ENSMUSG00000104268	Gm37750	
ENSMUSG00000101152	Gm28305	
ENSMUSG00000036948	BC037034	231807
ENSMUSG00000045962	Wnk1	232341
ENSMUSG00000090150	Acad11	102632
ENSMUSG00000091438	Gm17088	
ENSMUSG00000108238	Gm43984	
ENSMUSG00000030199	Etv6	14011
ENSMUSG00000110179	Gm45256	
ENSMUSG00000024978	Gpam	14732
ENSMUSG00000109743	Gm45255	
ENSMUSG00000107664	Gm18007	
ENSMUSG00000107927	Gm44090	
ENSMUSG00000097111	Peak1os	
ENSMUSG00000084113	Gm14277	
ENSMUSG00000102617	Gm37842	
ENSMUSG00000035152	Ap2b1	71770
ENSMUSG00000034872	Gipc3	209047
ENSMUSG00000027641	Rbl1	19650
ENSMUSG00000085249	Gm12847	
ENSMUSG00000110035	Gm45254	
ENSMUSG00000062861	Zfp28	22690
ENSMUSG00000068547	Clca4a	99663
ENSMUSG00000085491	4930527E20Rik	
ENSMUSG00000024070	Prkd3	75292
ENSMUSG00000093740	Gm18417	
ENSMUSG00000025495	Ptdss2	27388
ENSMUSG00000108071	Gm3455	
ENSMUSG00000021693	Kif2a	16563
ENSMUSG00000089917	Uckl1	68556
ENSMUSG00000109612	Gm45253	
ENSMUSG00000109912	Gm45245	
ENSMUSG00000028998	Tomm7	66169
ENSMUSG00000067149	Jchain	16069
ENSMUSG00000049755	Zfp672	319475
ENSMUSG00000081969	Gm16471	
ENSMUSG00000020262	Adarb1	110532
ENSMUSG00000057835	Zfp119a	104349
ENSMUSG00000087568	Maats1os	
ENSMUSG00000028796	Phc2	54383
ENSMUSG00000106361	Gm43742	
ENSMUSG00000094651	Gal3st2	381334
ENSMUSG00000022805	Maats1	320214
ENSMUSG00000090357	Gm17077	
ENSMUSG00000085773	Gm16233	
ENSMUSG00000003198	Zfp959	224893
ENSMUSG00000108263	1700051K13Rik	
ENSMUSG00000082047	Gm12948	
ENSMUSG00000001247	Lsr	54135
ENSMUSG00000092134	Gm17089	
ENSMUSG00000028709	Mob3c	100465
ENSMUSG00000087347	1700047K16Rik	
ENSMUSG00000108214	Gm43982	
ENSMUSG00000029510	Gpc2	71951
ENSMUSG00000037243	Zfp692	103836
ENSMUSG00000108679	Gm45134	
ENSMUSG00000044103	Il1f9	215257
ENSMUSG00000051220	Ercc6l	236930
ENSMUSG00000050234	Gja4	14612
ENSMUSG00000058665	En1	13798
ENSMUSG00000097511	Gm16677	
ENSMUSG00000087458	Gm13999	
ENSMUSG00000105475	4930431L21Rik	
ENSMUSG00000066512	Klk1b5	16622
ENSMUSG00000097180	2700038G22Rik	
ENSMUSG00000092493	Gm20451	
ENSMUSG00000098075	Gm26994	
ENSMUSG00000087476	Rap1gapos	
ENSMUSG00000100843	Gm8307	
ENSMUSG00000102795	Gm6236	
ENSMUSG00000086813	Gm13657	
ENSMUSG00000042367	Gjb3	14620
ENSMUSG00000036158	Prickle1	106042
ENSMUSG00000081833	Gm13669	
ENSMUSG00000027796	Smad9	55994
ENSMUSG00000091005	Traj55	
ENSMUSG00000082187	Gm13670	
ENSMUSG00000074254	Cyp2a4	13086
ENSMUSG00000049792	Bag5	70369
ENSMUSG00000038074	Fkbp14	231997
ENSMUSG00000106103	Gm43081	
ENSMUSG00000083268	Gm11511	
ENSMUSG00000029263	Pigg	433931
ENSMUSG00000063903	Klk1	16612
ENSMUSG00000081043	Gm11512	
ENSMUSG00000057945	Gm17136	
ENSMUSG00000020546	Stxbp4	20913
ENSMUSG00000059912	Rpl21-ps6	
ENSMUSG00000090559	Gm17137	
ENSMUSG00000023473	Celsr3	107934
ENSMUSG00000103698	Gm17877	
ENSMUSG00000108431	Gm44963	
ENSMUSG00000021843	Ktn1	16709
ENSMUSG00000094595	Fsbp	100503583
ENSMUSG00000041476	Smpx	66106
ENSMUSG00000000131	Xpo6	74204
ENSMUSG00000062101	Zfp119b	240120
ENSMUSG00000041997	Tlk1	228012
ENSMUSG00000035279	Ssc5d	269855
ENSMUSG00000086103	Gm11832	
ENSMUSG00000110803	RP24-89C4.5	
ENSMUSG00000078773	Rad54b	623474
ENSMUSG00000062073	Gm10109	
ENSMUSG00000084142	Gm9103	
ENSMUSG00000111833	RP24-89C4.4	
ENSMUSG00000020377	Ltc4s	17001
ENSMUSG00000038023	Atp6v0a2	21871
ENSMUSG00000101660	Gm18666	
ENSMUSG00000019996	Map7	17761
ENSMUSG00000005225	Plekha8	231999
ENSMUSG00000085227	6330418K02Rik	
ENSMUSG00000032398	Snapc5	330959
ENSMUSG00000020109	Dnajb12	56709
ENSMUSG00000039354	Smarcal1	54380
ENSMUSG00000028441	1110017D15Rik	73721
ENSMUSG00000030433	Sbk2	381836
ENSMUSG00000027533	Fabp5	16592
ENSMUSG00000106226	Gm43586	
ENSMUSG00000083847	Xlr3d-ps	
ENSMUSG00000106584	4930502C17Rik	
ENSMUSG00000085372	Gm16145	
ENSMUSG00000104769	Igkv8-34	
ENSMUSG00000009549	Srp14	20813
ENSMUSG00000020063	Sirt1	93759
ENSMUSG00000076575	Igkv7-33	
ENSMUSG00000091326	Traj54	
ENSMUSG00000030882	Dnhd1	77505
ENSMUSG00000080777	Gm15365	
ENSMUSG00000076878	Traj53	
ENSMUSG00000089680	Gm15722	
ENSMUSG00000084028	Gm13983	
ENSMUSG00000035900	Gramd4	223752
ENSMUSG00000102660	Gm38378	
ENSMUSG00000109552	Gm44531	
ENSMUSG00000094526	Gm21451	
ENSMUSG00000109452	Gm44530	
ENSMUSG00000104310	Gm4081	
ENSMUSG00000076576	Igkv6-32	
ENSMUSG00000087022	9130024F11Rik	
ENSMUSG00000081659	Gm14917	
ENSMUSG00000020472	Zkscan17	268417
ENSMUSG00000109003	Gm36011	
ENSMUSG00000002455	Prpf6	68879
ENSMUSG00000026984	Il1f6	54448
ENSMUSG00000074627	Mroh8	629499
ENSMUSG00000109161	Gm45065	
ENSMUSG00000103720	Gm37094	
ENSMUSG00000098773	Gm27179	
ENSMUSG00000100664	6030442E23Rik	
ENSMUSG00000089847	Timm10b	14356
ENSMUSG00000111055	RP24-541B4.5	
ENSMUSG00000102611	Gm37847	
ENSMUSG00000036615	Rfxap	170767
ENSMUSG00000040093	Bmf	171543
ENSMUSG00000109693	Gm45483	
ENSMUSG00000098270	Gm27221	
ENSMUSG00000107964	4930447C11Rik	
ENSMUSG00000109708	RP23-238C13.2	
ENSMUSG00000080956	Gm16179	
ENSMUSG00000111877	RP24-389J11.1	
ENSMUSG00000095463	Entpd4	67464
ENSMUSG00000110046	Gm45484	
ENSMUSG00000038331	Satb2	212712
ENSMUSG00000111008	RP24-389J11.2	
ENSMUSG00000031738	Irx6	64379
ENSMUSG00000104125	Gm37488	
ENSMUSG00000032380	Dapk2	13143
ENSMUSG00000018239	Zcchc10	67966
ENSMUSG00000031644	Nek1	18004
ENSMUSG00000076879	Traj52	
